PartitionKey,RowKey,Timestamp,Folder,Foldertype,Height,Heighttype,ImageTypeId,ImageTypeIdtype,Jpg,Jpgtype,Quality,Qualitytype,Webp,Webptype,Width,Widthtype
pagewidget,PageWidget.468w,2020-03-23T10:46:56.694Z,468w,Edm.String,0,Edm.Int32,26,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,468,Edm.Int32
pagewidget,PageWidget.614w,2020-03-23T10:46:55.553Z,614w,Edm.String,0,Edm.Int32,26,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,614,Edm.Int32
pagewidget,PageWidget.650w,2020-03-23T10:46:55.347Z,650w,Edm.String,0,Edm.Int32,26,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,650,Edm.Int32
pagewidget,PageWidget.670w,2020-03-23T10:46:55.129Z,670w,Edm.String,0,Edm.Int32,26,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,670,Edm.Int32
pagewidget,PageWidget.750w,2020-03-23T10:46:54.008Z,750w,Edm.String,0,Edm.Int32,26,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,750,Edm.Int32
pagewidget,PageWidget.880w,2020-03-23T10:46:53.532Z,880w,Edm.String,0,Edm.Int32,26,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,880,Edm.Int32
pagewidget,PageWidget.900w,2020-03-23T10:46:53.362Z,900w,Edm.String,0,Edm.Int32,26,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,900,Edm.Int32
pagewidget,PageWidget.936w,2020-03-23T10:46:52.988Z,936w,Edm.String,0,Edm.Int32,26,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,936,Edm.Int32
pagewidget,PageWidget.950w,2020-03-23T10:46:52.598Z,950w,Edm.String,0,Edm.Int32,26,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,950,Edm.Int32
product,Product.90f111,2020-03-23T10:47:02.464Z,90f111,Edm.String,111,Edm.Int32,3,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,90,Edm.Int32
product,Product.100f123,2020-03-23T10:47:00.560Z,100f123,Edm.String,123,Edm.Int32,3,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,170,Edm.Int32
product,Product.200f247,2020-03-23T10:47:00.076Z,200f247,Edm.String,247,Edm.Int32,3,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,200,Edm.Int32
product,Product.300f371,2020-03-23T10:46:58.972Z,300f371,Edm.String,371,Edm.Int32,3,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,300,Edm.Int32
product,Product.325f400,2020-03-23T10:46:58.972Z,325f400,Edm.String,400,Edm.Int32,3,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,325,Edm.Int32
product,Product.400f495,2020-03-23T10:46:57.892Z,400f495,Edm.String,495,Edm.Int32,3,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,400,Edm.Int32
product,Product.500f619,2020-03-23T10:46:56.445Z,500f619,Edm.String,619,Edm.Int32,3,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,500,Edm.Int32
product,Product.600f743,2020-03-23T10:46:55.771Z,600f743,Edm.String,743,Edm.Int32,3,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,600,Edm.Int32
product,Product.700f867,2020-03-23T10:46:54.663Z,700f867,Edm.String,867,Edm.Int32,3,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,700,Edm.Int32
product,Product.1000f1239,2020-03-23T10:46:54.663Z,1000f1239,Edm.String,1239,Edm.Int32,3,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,1000,Edm.Int32
product,Product.1300f1611,2020-03-23T10:46:54.663Z,1300f1611,Edm.String,1611,Edm.Int32,3,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,1300,Edm.Int32
product,Product.2000f2478,2020-03-23T10:46:54.663Z,2000f2478,Edm.String,2478,Edm.Int32,3,Edm.Int32,false,Edm.Boolean,80,Edm.Int32,false,Edm.Boolean,2000,Edm.Int32
